credit_score,monthly_income,employment_type,loan_purpose,approved_amount,interest_rate,tenure_months,emi,income_multiplier
714,22591,business,personal,102000,11.58,36,3356.23,5
433,33170,salaried,home,66000,20.01,36,2465.79,2
621,14954,self_employed,vehicle,64000,14.37,48,1748.63,5
655,33939,salaried,vehicle,170000,13.35,36,5746.42,5
900,24389,self_employed,vehicle,166000,9.5,48,4166.69,8
655,19619,business,home,88000,13.35,36,2989.62,5
825,34645,salaried,home,277000,9.5,48,6963.19,8
577,34675,salaried,personal,69000,15.69,48,1954.43,2
725,65753,business,education,296000,11.25,60,6470.33,5
592,45580,salaried,vehicle,91000,15.24,60,2180.22,2
790,46383,self_employed,vehicle,315000,9.5,36,10103.44,8
728,41872,self_employed,business,178000,11.16,36,5839.64,5
770,11188,salaried,personal,90000,9.9,12,7865.34,8
585,62725,self_employed,medical,107000,15.45,36,3720.01,2
671,43237,self_employed,personal,184000,12.87,60,4168.86,5
776,31279,salaried,personal,250000,9.72,12,21967.45,8
647,32825,salaried,medical,164000,13.59,12,14704.68,5
590,44897,business,business,81000,15.3,36,2813.38,2
711,34604,student,education,87000,11.67,36,2859.83,5
692,26364,salaried,education,132000,12.24,12,11727.13,5
689,11275,salaried,medical,56000,12.33,36,1881.43,5
860,26572,salaried,business,213000,9.5,36,6809.57,8
626,47974,salaried,education,240000,14.22,48,6581.4,5
677,36564,salaried,vehicle,183000,12.69,48,4876.6,5
656,26285,business,personal,118000,13.32,48,3192.07,5
667,45661,salaried,home,228000,12.99,48,6123.81,5
765,31024,salaried,education,248000,10.05,12,21826.14,8
708,40753,student,medical,102000,11.76,36,3372.36,5
721,37531,salaried,home,188000,11.37,24,8778.63,5
640,18769,self_employed,home,80000,13.8,60,1847.81,5
710,21325,self_employed,personal,91000,11.7,36,2997.31,5
646,29820,student,education,75000,13.62,48,2023.07,5
578,56004,student,vehicle,56000,15.66,36,1959.58,2
681,28372,salaried,home,142000,12.57,12,12642.38,5
738,29573,salaried,medical,148000,10.86,36,4831.18,5
648,21351,self_employed,personal,91000,13.56,36,3082.05,5
775,16480,business,home,119000,9.75,60,2506.66,8
680,38483,self_employed,business,164000,12.6,24,7744.93,5
657,32122,business,personal,145000,13.29,48,3898.83,5
682,32851,salaried,personal,164000,12.54,12,14635.48,5
701,40580,salaried,home,203000,11.97,36,6736.4,5
551,51230,student,personal,51000,16.47,12,4659.63,2
631,75446,self_employed,vehicle,321000,14.07,48,8773.45,5
549,42132,salaried,vehicle,84000,16.53,24,4147.27,2
638,30596,salaried,business,153000,13.86,60,3548.59,5
469,70569,salaried,education,141000,18.93,24,7109.86,2
762,29310,salaried,business,234000,10.14,24,10835.31,8
781,57307,salaried,business,458000,9.57,24,21064.83,8
578,41929,salaried,education,84000,15.66,60,2024.16,2
549,12131,self_employed,education,21000,16.53,12,1876.41,2
601,41305,self_employed,vehicle,176000,14.97,36,6082.85,5
672,52618,salaried,business,263000,12.84,60,5964.6,5
722,49313,salaried,personal,247000,11.34,12,21831.03,5
648,30532,self_employed,personal,130000,13.56,36,4407.31,5
519,30380,salaried,personal,61000,17.43,12,5554.1,2
756,32214,self_employed,education,219000,10.32,48,5589.63,8
510,32844,student,vehicle,33000,17.7,48,959.66,2
714,35467,salaried,medical,177000,11.58,12,15721.39,5
714,61014,business,vehicle,275000,11.58,48,7173.89,5
747,27776,salaried,medical,139000,10.59,24,6446.5,5
607,62069,salaried,business,310000,14.79,36,10726.46,5
582,26446,salaried,home,53000,15.54,60,1273.38,2
756,35059,self_employed,home,238000,10.32,60,5102.95,8
586,44971,salaried,home,90000,15.42,60,2159.63,2
783,50818,salaried,vehicle,407000,9.51,36,13024.73,8
607,66213,salaried,home,331000,14.79,36,11442.48,5
705,31784,student,vehicle,79000,11.85,24,3735.01,5
528,43384,salaried,business,87000,17.16,60,2163.89,2
725,63267,salaried,education,316000,11.25,12,27995.37,5
502,24123,salaried,education,48000,17.94,12,4421.93,2
666,39334,salaried,medical,197000,13.02,12,17568.17,5
644,43503,self_employed,vehicle,185000,13.68,48,5022.8,5
583,17150,salaried,education,34000,15.51,36,1197.66,2
630,29351,self_employed,medical,125000,14.1,60,2909.08,5
688,39915,salaried,vehicle,200000,12.36,36,6663.26,5
730,43317,self_employed,vehicle,184000,11.1,12,16279.51,5
729,47381,salaried,education,237000,11.13,24,11056.03,5
651,25232,salaried,home,126000,13.47,24,6025.82,5
717,36635,business,home,165000,11.49,60,3624.89,5
670,62170,salaried,vehicle,311000,12.9,48,8323.95,5
690,38018,salaried,home,190000,12.3,60,4257.41,5
754,70568,salaried,medical,565000,10.38,24,26150.11,8
762,17795,salaried,education,142000,10.14,48,3620.25,8
639,25555,self_employed,home,109000,13.83,12,9743.17,5
615,46623,salaried,home,233000,14.55,48,6434.85,5
615,36966,salaried,education,185000,14.55,36,6366.57,5
839,24645,salaried,home,197000,9.5,48,4953.31,8
788,45754,salaried,education,366000,9.5,24,16806.25,8
465,50882,salaried,business,102000,19.05,12,9380.68,2
610,35464,salaried,education,177000,14.7,36,6120.94,5
560,21209,business,personal,38000,16.2,48,1085.84,2
582,58003,salaried,medical,116000,15.54,12,10500.21,2
659,65648,self_employed,medical,279000,13.23,60,6381.1,5
769,47334,salaried,education,379000,9.93,36,12206.3,8
708,16610,business,vehicle,75000,11.76,12,6633.01,5
597,24771,self_employed,business,42000,15.09,12,3802.77,2
793,25267,salaried,vehicle,202000,9.5,60,4245.32,8
705,36197,self_employed,home,154000,11.85,12,13657.52,5
572,85319,salaried,education,171000,15.84,12,15469.34,2
806,14452,salaried,vehicle,116000,9.5,24,5308.51,8
644,59959,self_employed,education,255000,13.68,12,22842.0,5
600,27384,salaried,business,55000,15.0,12,4943.32,2
737,69672,salaried,personal,348000,10.89,48,8985.06,5
504,110078,self_employed,education,187000,17.88,24,9331.59,2
821,25096,self_employed,personal,171000,9.5,12,14963.92,8
741,52558,business,business,237000,10.77,24,10998.13,5
543,32164,student,home,32000,16.71,48,923.29,2
658,18960,salaried,personal,95000,13.26,60,2169.7,5
555,39480,self_employed,medical,67000,16.35,12,6100.76,2
702,48398,student,business,121000,11.94,60,2687.82,5
599,33166,self_employed,medical,56000,15.03,12,5089.76,2
633,32299,salaried,personal,161000,14.01,36,5520.36,5
734,10052,salaried,education,50000,10.98,48,1298.55,5
750,44572,self_employed,home,189000,10.5,60,4071.63,5
700,22753,self_employed,medical,97000,12.0,60,2151.1,5
694,25196,salaried,personal,126000,12.18,60,2813.87,5
789,36084,salaried,vehicle,289000,9.5,48,7252.41,8
760,22443,self_employed,home,153000,10.2,60,3257.67,8
704,25236,salaried,business,126000,11.88,36,4183.79,5
578,39748,self_employed,personal,68000,15.66,60,1631.07,2
658,35372,business,business,159000,13.26,12,14236.46,5
562,59218,self_employed,education,101000,16.14,36,3546.25,2
710,53648,salaried,personal,268000,11.7,60,5926.32,5
651,42101,salaried,business,211000,13.47,36,7140.64,5
615,38544,self_employed,education,164000,14.55,60,3858.59,5
591,33502,salaried,business,67000,15.27,12,6056.26,2
736,24209,self_employed,vehicle,103000,10.92,12,9089.66,5
588,33942,salaried,personal,68000,15.36,36,2365.25,2
558,89848,salaried,education,180000,16.26,60,4394.75,2
672,31107,self_employed,personal,132000,12.84,60,2997.29,5
792,25813,self_employed,business,176000,9.5,48,4409.96,8
674,74753,salaried,education,374000,12.78,36,12554.11,5
626,39939,salaried,vehicle,200000,14.22,24,9608.75,5
627,90838,business,education,409000,14.19,12,36738.93,5
554,81233,salaried,personal,162000,16.38,12,14769.98,2
610,74838,salaried,vehicle,374000,14.7,24,18090.15,5
584,25430,salaried,medical,51000,15.48,60,1222.82,2
574,17044,student,home,17000,15.78,24,832.77,2
577,76723,self_employed,medical,130000,15.69,24,6366.98,2
720,37007,student,medical,93000,11.4,12,8194.2,5
494,18949,salaried,medical,38000,18.18,48,1116.87,2
682,28805,business,home,130000,12.54,12,11549.64,5
590,52889,self_employed,medical,90000,15.3,36,3130.08,2
616,53573,self_employed,vehicle,228000,14.52,60,5359.48,5
733,35564,self_employed,vehicle,151000,11.01,36,4949.21,5
548,38444,business,medical,69000,16.56,12,6296.88,2
748,29118,business,vehicle,131000,10.56,36,4262.63,5
678,43841,salaried,business,219000,12.66,48,5843.86,5
761,33411,salaried,home,267000,10.17,12,23520.59,8
667,34746,self_employed,medical,148000,12.99,12,13189.13,5
649,59707,self_employed,education,254000,13.53,60,5842.82,5
557,46946,salaried,home,94000,16.29,36,3314.47,2
630,56144,salaried,personal,281000,14.1,60,6546.49,5
652,35965,salaried,education,180000,13.44,36,6097.33,5
661,31912,salaried,business,160000,13.17,24,7598.69,5
617,42464,salaried,vehicle,212000,14.49,12,19112.84,5
667,33616,self_employed,home,143000,12.99,48,3832.13,5
731,33010,student,business,83000,11.07,12,7296.59,5
734,88776,self_employed,vehicle,377000,10.98,36,12348.76,5
470,26934,salaried,medical,54000,18.9,36,1971.93,2
815,44144,salaried,personal,353000,9.5,24,16214.81,8
776,29396,salaried,education,235000,9.72,60,4964.38,8
830,41988,salaried,business,336000,9.5,12,29453.43,8
545,34167,salaried,business,68000,16.65,60,1685.47,2
669,59403,self_employed,home,252000,12.93,12,22541.3,5
600,22590,self_employed,home,38000,15.0,24,1862.05,2
629,38023,salaried,education,190000,14.13,12,17081.92,5
498,40173,salaried,personal,80000,18.06,36,2907.17,2
607,30274,salaried,vehicle,151000,14.79,48,4196.69,5
520,29919,salaried,medical,60000,17.4,24,2970.09,2
742,50625,salaried,education,253000,10.74,24,11767.26,5
551,10005,salaried,personal,20000,16.47,60,491.63,2
641,23697,salaried,home,118000,13.77,60,2742.86,5
525,22267,business,business,40000,17.25,48,1161.74,2
636,43690,self_employed,vehicle,186000,13.92,48,5066.71,5
694,88657,salaried,medical,443000,12.18,12,39422.71,5
695,38583,salaried,personal,193000,12.15,48,5094.51,5
808,41316,salaried,personal,331000,9.5,24,15176.28,8
499,29156,self_employed,education,50000,18.03,12,4544.9,2
609,66274,self_employed,vehicle,282000,14.73,24,13620.96,5
789,22779,self_employed,education,155000,9.5,48,3891.54,8
632,15582,salaried,education,78000,14.04,12,6996.93,5
630,35534,salaried,vehicle,178000,14.1,36,6081.04,5
540,11083,salaried,home,22000,16.8,12,2019.67,2
729,33492,salaried,home,167000,11.13,24,7815.27,5
731,46082,salaried,education,230000,11.07,36,7550.98,5
848,14577,salaried,personal,117000,9.5,12,10225.8,8
617,31564,salaried,personal,158000,14.49,12,14206.95,5
894,18009,business,business,130000,9.5,60,2723.21,8
607,28441,self_employed,business,121000,14.79,60,2862.3,5
788,53089,salaried,medical,425000,9.5,60,8919.91,8
597,88361,salaried,home,177000,15.09,12,15958.28,2
792,65228,salaried,home,522000,9.5,48,13109.94,8
685,59929,business,vehicle,270000,12.45,60,6060.48,5
687,32540,salaried,vehicle,163000,12.39,12,14485.51,5
688,23631,business,education,106000,12.36,36,3550.38,5
680,47638,student,personal,119000,12.6,12,10615.02,5
640,77466,salaried,business,387000,13.8,24,18560.34,5
684,33278,self_employed,education,141000,12.48,60,3180.52,5
764,57489,salaried,medical,460000,10.08,48,11682.33,8
710,36771,salaried,medical,184000,11.7,24,8628.96,5
776,84523,salaried,business,676000,9.72,48,17059.0,8
768,34600,self_employed,medical,235000,9.96,12,20680.98,8
850,54499,salaried,medical,436000,9.5,36,13966.27,8
596,55447,student,personal,55000,15.12,24,2691.64,2
743,26081,self_employed,business,111000,10.71,60,2394.05,5
795,58482,salaried,education,468000,9.5,48,11754.19,8
707,83921,self_employed,vehicle,357000,11.79,60,7896.06,5
645,71883,salaried,medical,359000,13.65,24,17197.4,5
871,24094,salaried,vehicle,193000,9.5,60,4048.18,8
739,38469,self_employed,medical,163000,10.83,60,3540.95,5
605,43102,salaried,vehicle,216000,14.85,60,5110.1,5
702,24993,business,home,112000,11.94,48,2958.46,5
617,22393,self_employed,vehicle,95000,14.49,60,2238.72,5
834,65661,self_employed,vehicle,446000,9.5,36,14302.69,8
815,43344,student,medical,173000,9.5,12,15202.27,8
677,32098,student,personal,80000,12.69,12,7155.7,5
554,22683,business,vehicle,41000,16.38,12,3711.89,2
768,25393,student,medical,102000,9.96,60,2156.17,8
567,44583,salaried,education,89000,15.99,12,8089.73,2
629,27895,salaried,vehicle,139000,14.13,48,3820.58,5
746,28272,business,business,127000,10.62,60,2742.13,5
417,45526,self_employed,medical,77000,20.49,24,3957.61,2
714,23578,business,personal,106000,11.58,48,2772.22,5
708,22865,salaried,home,114000,11.76,48,2997.22,5
496,68050,salaried,medical,136000,18.12,60,3464.97,2
659,22841,salaried,education,114000,13.23,48,3076.95,5
680,41194,self_employed,vehicle,175000,12.6,24,8290.6,5
750,23285,business,medical,105000,10.5,12,9236.78,5
829,64100,self_employed,business,436000,9.5,36,13962.7,8
660,21060,salaried,vehicle,105000,13.2,24,5016.2,5
637,34660,salaried,personal,173000,13.89,36,5913.79,5
582,66086,salaried,medical,132000,15.54,48,3714.75,2
661,25651,salaried,home,128000,13.17,12,11465.85,5
667,40100,business,vehicle,180000,12.99,36,6079.35,5
738,22147,salaried,medical,111000,10.86,36,3617.99,5
651,35301,self_employed,business,150000,13.47,48,4060.0,5
706,43904,self_employed,home,187000,11.82,36,6181.56,5
779,34318,salaried,vehicle,275000,9.63,60,5783.53,8
667,95779,self_employed,personal,407000,12.99,36,13713.54,5
678,22070,student,business,55000,12.66,48,1470.94,5
652,32204,business,medical,145000,13.44,12,12973.95,5
698,48913,salaried,vehicle,245000,12.06,60,5447.69,5
728,15903,self_employed,education,68000,11.16,60,1475.01,5
694,20299,salaried,vehicle,101000,12.18,24,4786.48,5
782,66217,business,home,477000,9.54,36,15281.22,8
533,57105,business,business,103000,17.01,60,2555.15,2
900,37237,salaried,vehicle,298000,9.5,48,7484.15,8
621,22977,salaried,medical,115000,14.37,36,3947.33,5
635,35452,salaried,home,177000,13.95,60,4120.02,5
578,32447,self_employed,vehicle,55000,15.66,36,1930.06,2
775,25823,salaried,home,207000,9.75,60,4364.06,8
610,11937,self_employed,business,51000,14.7,24,2452.65,5
671,37880,self_employed,personal,161000,12.87,48,4308.67,5
788,24902,salaried,education,199000,9.5,60,4184.0,8
643,67885,salaried,home,339000,13.71,48,9226.06,5
621,39648,salaried,business,198000,14.37,12,17834.08,5
723,28026,self_employed,vehicle,119000,11.31,12,10544.6,5
516,29687,salaried,education,59000,17.52,60,1492.29,2
584,42852,business,business,77000,15.48,60,1854.53,2
742,24300,self_employed,medical,103000,10.74,60,2232.09,5
534,38469,salaried,education,77000,16.98,60,1911.29,2
595,90477,salaried,education,181000,15.15,24,8786.8,2
634,57161,salaried,vehicle,286000,13.98,48,7807.25,5
664,26539,self_employed,medical,113000,13.08,24,5366.6,5
744,26107,salaried,education,131000,10.68,24,6064.7,5
664,22008,salaried,medical,110000,13.08,36,3711.95,5
565,73943,student,vehicle,74000,16.05,36,2601.46,2
866,37678,salaried,vehicle,301000,9.5,12,26430.04,8
799,140786,salaried,medical,1126000,9.5,48,28296.02,8
666,31008,business,education,140000,13.02,48,3744.89,5
785,28585,salaried,vehicle,229000,9.5,36,7325.48,8
836,46972,salaried,home,376000,9.5,12,32949.79,8
754,35584,self_employed,personal,242000,10.38,48,6181.3,8
643,30427,salaried,vehicle,152000,13.71,48,4135.28,5
644,41694,salaried,vehicle,208000,13.68,24,9977.82,5
797,26193,salaried,home,210000,9.5,48,5264.41,8
755,24244,salaried,vehicle,194000,10.35,24,8981.43,8
462,37707,salaried,home,75000,19.14,12,6954.95,2
731,63635,student,education,159000,11.07,60,3464.54,5
773,85732,student,personal,343000,9.81,48,8666.34,8
843,30246,self_employed,education,206000,9.5,12,18034.17,8
720,40043,salaried,vehicle,200000,11.4,60,4393.31,5
720,45425,self_employed,business,193000,11.4,24,9033.95,5
678,91193,business,medical,410000,12.66,48,10940.11,5
658,56858,salaried,business,284000,13.26,36,9614.61,5
798,29949,salaried,medical,240000,9.5,48,6019.49,8
591,43036,student,education,43000,15.27,48,1203.64,2
751,73332,student,personal,293000,10.47,48,7506.01,8
638,30774,salaried,business,154000,13.86,48,4193.94,5
639,34119,self_employed,home,145000,13.83,48,3950.24,5
617,18769,self_employed,vehicle,80000,14.49,60,1876.49,5
642,45173,salaried,business,226000,13.74,36,7691.07,5
771,42310,salaried,personal,338000,9.87,36,10901.24,8
616,20120,self_employed,home,86000,14.52,12,7698.72,5
819,99322,self_employed,medical,675000,9.5,12,59221.1,8
652,57612,salaried,education,288000,13.44,48,7791.07,5
638,74495,business,vehicle,335000,13.86,48,9137.1,5
640,25888,salaried,business,129000,13.8,24,6202.76,5
673,41766,business,education,188000,12.81,48,5024.52,5
776,34496,salaried,vehicle,276000,9.72,36,8868.51,8
723,133964,self_employed,business,569000,11.31,60,12467.23,5
716,30476,self_employed,home,130000,11.52,24,6068.2,5
474,20298,salaried,medical,41000,18.78,48,1209.15,2
716,24482,salaried,vehicle,122000,11.52,12,10848.65,5
576,25030,self_employed,vehicle,43000,15.72,24,2077.77,2
632,75928,business,personal,342000,14.04,48,9343.71,5
663,27056,business,business,122000,13.11,24,5794.65,5
793,29203,business,personal,210000,9.5,48,5282.56,8
643,35116,salaried,vehicle,176000,13.71,24,8406.28,5
743,30968,salaried,personal,155000,10.71,48,3980.27,5
631,41377,self_employed,business,176000,14.07,12,15795.43,5
782,34212,self_employed,education,233000,9.54,12,20403.2,8
626,39798,salaried,vehicle,199000,14.22,12,17887.66,5
740,36571,salaried,business,183000,10.8,48,4708.28,5
783,46629,self_employed,education,317000,9.51,48,7967.65,8
695,66594,salaried,medical,333000,12.15,48,8792.93,5
763,23029,self_employed,business,157000,10.11,24,7234.31,8
710,43356,business,vehicle,195000,11.7,12,17307.54,5
681,45768,salaried,business,229000,12.57,36,7663.25,5
609,39346,salaried,medical,197000,14.73,36,6793.87,5
565,38926,salaried,personal,78000,16.05,48,2208.34,2
580,25571,salaried,medical,51000,15.6,60,1232.88,2
784,24766,salaried,personal,198000,9.5,48,4977.73,8
646,22194,salaried,business,111000,13.62,24,5308.18,5
730,56778,self_employed,business,241000,11.1,60,5258.66,5
816,91624,salaried,business,733000,9.5,36,23479.95,8
718,25854,business,education,116000,11.46,48,3033.05,5
746,48776,salaried,medical,244000,10.62,60,5256.48,5
769,30361,salaried,personal,243000,9.93,48,6152.2,8
552,85954,business,vehicle,155000,16.44,24,7608.05,2
607,28830,salaried,medical,144000,14.79,48,3996.48,5
